,date,open,close,high,low,volume,code
117,2016-09-28,40.8,41.56,41.78,40.62,8307.0,300404
118,2016-09-29,41.96,41.4,41.96,41.13,7284.0,300404
119,2016-09-30,41.69,40.89,41.74,40.88,6043.0,300404
120,2016-10-10,41.0,42.1,42.13,41.0,9287.0,300404
121,2016-10-11,42.28,41.86,42.7,41.8,6439.0,300404
122,2016-10-12,41.86,41.86,42.48,41.66,6956.0,300404
123,2016-10-13,42.01,42.11,42.4,41.82,9070.0,300404
124,2016-10-14,42.24,43.07,45.98,42.23,15388.0,300404
125,2016-10-17,43.5,41.93,43.51,41.65,10285.0,300404
126,2016-10-18,41.93,42.25,42.5,41.18,9531.0,300404
127,2016-10-19,42.75,42.2,44.88,42.15,11977.0,300404
128,2016-10-20,43.0,41.47,43.0,41.39,12992.0,300404
129,2016-10-21,41.97,40.66,41.97,39.8,15609.0,300404
130,2016-10-24,40.76,39.89,40.76,39.41,20187.0,300404
131,2016-10-25,39.81,39.97,41.7,39.52,17344.0,300404
132,2016-10-26,39.97,40.0,40.25,39.64,13424.0,300404
133,2016-10-27,40.02,39.4,40.07,39.0,14390.0,300404
134,2016-10-28,39.38,38.15,39.55,38.0,17766.0,300404
135,2016-10-31,38.14,38.35,38.7,37.25,13378.0,300404
136,2016-11-01,38.38,39.17,39.56,38.3,21146.0,300404
137,2016-11-02,39.68,39.36,39.75,38.9,14230.0,300404
138,2016-11-03,39.23,39.34,39.85,38.95,11683.0,300404
139,2016-11-04,39.45,39.02,39.56,38.88,8807.0,300404
140,2016-11-07,39.18,38.87,39.2,38.85,6715.0,300404
141,2016-11-08,38.97,38.99,39.18,38.84,8231.0,300404
142,2016-11-09,38.92,38.4,39.08,37.9,8562.0,300404
143,2016-11-10,38.78,39.09,39.16,38.52,9230.0,300404
144,2016-11-11,39.08,38.66,39.17,38.45,12046.0,300404
145,2016-11-14,38.25,38.9,38.96,38.02,13471.0,300404
146,2016-11-15,38.8,39.4,39.42,38.63,10160.0,300404
147,2016-11-16,39.52,39.59,39.83,39.5,12116.0,300404
148,2016-11-17,39.61,39.96,40.09,39.06,11794.0,300404
149,2016-11-18,40.03,39.41,40.03,39.21,8622.0,300404
150,2016-11-21,39.53,39.58,40.45,39.23,14581.0,300404
151,2016-11-22,39.5,39.25,39.67,38.8,15615.0,300404
152,2016-11-23,39.78,39.27,39.78,39.03,16910.0,300404
153,2016-11-24,39.1,39.93,41.27,38.62,41114.0,300404
154,2016-11-25,39.2,38.89,39.31,38.11,21590.0,300404
155,2016-11-28,38.68,38.3,38.89,38.27,15377.0,300404
156,2016-11-29,38.48,38.2,38.58,37.7,19785.0,300404
157,2016-11-30,37.9,38.18,38.57,37.7,13653.0,300404
158,2016-12-01,37.79,38.04,38.22,37.52,14148.0,300404
159,2016-12-02,40.0,37.12,40.0,37.12,15206.0,300404
160,2016-12-05,36.97,37.08,37.73,36.41,8640.0,300404
161,2016-12-06,37.48,37.75,38.4,36.8,9989.0,300404
162,2016-12-07,37.74,37.72,37.86,37.38,4460.0,300404
163,2016-12-08,38.8,37.9,38.8,37.6,6646.0,300404
164,2016-12-09,37.97,37.34,37.97,37.09,9915.0,300404
165,2016-12-12,38.7,35.71,38.7,35.49,11432.0,300404
166,2016-12-13,35.9,35.25,35.9,34.8,8054.0,300404
167,2016-12-14,35.25,35.05,35.5,34.5,8377.0,300404
168,2016-12-15,34.9,35.25,35.35,34.54,5645.0,300404
169,2016-12-16,35.24,35.46,35.46,34.65,9756.0,300404
170,2016-12-19,35.29,34.8,35.44,34.7,3834.0,300404
171,2016-12-20,34.98,34.74,34.99,34.33,5220.0,300404
172,2016-12-21,34.74,36.04,36.49,34.4,16004.0,300404
173,2016-12-22,36.6,35.07,36.6,34.68,20229.0,300404
174,2016-12-23,34.99,33.79,34.99,33.71,13731.0,300404
175,2016-12-26,33.78,36.2,36.2,32.81,31306.0,300404
176,2016-12-27,35.88,35.09,36.11,34.68,37751.0,300404
177,2016-12-28,34.69,34.08,34.69,33.88,14205.0,300404
178,2016-12-29,34.08,33.61,34.25,33.5,11152.0,300404
179,2016-12-30,33.18,32.41,33.57,32.4,16611.0,300404
180,2017-01-03,32.37,33.75,33.92,32.3,17259.0,300404
181,2017-01-04,33.7,33.61,33.79,33.31,8749.0,300404
182,2017-01-05,33.61,33.82,34.05,33.25,13265.0,300404
183,2017-01-06,33.89,33.72,34.06,33.41,11018.0,300404
184,2017-01-09,33.52,33.4,33.88,33.0,9893.0,300404
185,2017-01-10,33.63,33.0,33.63,33.0,8240.0,300404
186,2017-01-11,32.91,33.0,33.29,32.86,5863.0,300404
187,2017-01-12,33.17,32.39,33.22,32.38,4890.0,300404
188,2017-01-13,32.39,31.5,32.59,31.5,7761.0,300404
189,2017-01-16,31.58,29.43,31.58,28.36,11316.0,300404
190,2017-01-17,29.4,29.72,29.9,28.05,8283.0,300404
191,2017-01-18,29.68,28.99,29.71,28.73,11238.0,300404
192,2017-01-19,28.89,29.17,29.3,28.52,6939.0,300404
193,2017-01-20,29.0,29.57,29.69,29.0,6224.0,300404
194,2017-01-23,29.54,29.15,29.98,28.91,12984.0,300404
195,2017-01-24,29.08,28.83,29.29,28.72,9323.0,300404
196,2017-01-25,28.83,29.05,29.14,28.71,9403.0,300404
197,2017-01-26,28.92,29.37,29.52,28.8,7583.0,300404
198,2017-02-03,29.49,29.37,29.6,29.0,6733.0,300404
199,2017-02-06,29.3,29.79,29.92,29.11,7536.0,300404
200,2017-02-07,29.71,30.3,30.5,29.53,10658.0,300404
201,2017-02-08,30.24,30.46,30.59,29.81,8314.0,300404
202,2017-02-09,30.46,30.46,30.61,30.26,5786.0,300404
203,2017-02-10,30.46,31.1,31.5,30.35,11331.0,300404
204,2017-02-13,31.11,31.1,31.5,30.63,5493.0,300404
205,2017-02-14,31.0,31.02,31.3,30.68,8880.0,300404
206,2017-02-15,30.88,31.0,31.22,30.88,6107.0,300404
207,2017-02-16,30.92,31.14,31.2,30.7,5232.0,300404
208,2017-02-17,31.3,31.07,31.3,30.91,5220.0,300404
209,2017-02-20,31.05,30.63,31.05,30.26,6680.0,300404
210,2017-02-21,30.31,31.94,32.99,30.31,21107.0,300404
211,2017-02-22,31.6,30.85,31.78,30.51,16356.0,300404
212,2017-02-23,30.74,30.85,31.15,30.44,9678.0,300404
213,2017-02-24,30.85,31.3,31.3,30.71,7792.0,300404
214,2017-02-27,31.3,31.1,31.48,31.06,8642.0,300404
215,2017-02-28,31.01,31.65,31.68,30.8,9082.0,300404
216,2017-03-01,31.6,32.0,32.29,31.46,15455.0,300404
217,2017-03-02,32.16,31.8,32.17,31.5,11013.0,300404
218,2017-03-03,31.96,32.6,32.89,31.75,17029.0,300404
219,2017-03-06,32.49,33.26,33.5,32.49,11065.0,300404
220,2017-03-07,33.05,33.68,34.2,32.8,17475.0,300404
221,2017-03-08,33.85,33.9,34.03,33.38,11595.0,300404
222,2017-03-09,33.9,33.69,34.06,32.82,9721.0,300404
223,2017-03-10,33.53,33.74,33.9,33.01,7600.0,300404
224,2017-03-13,33.62,34.27,34.54,33.32,10295.0,300404
225,2017-03-14,34.2,33.96,34.4,33.9,5406.0,300404
226,2017-03-15,33.84,34.35,34.53,33.7,9267.0,300404
227,2017-03-16,34.34,34.75,34.89,34.0,7410.0,300404
228,2017-03-17,34.75,33.8,35.39,33.6,10384.0,300404
229,2017-03-20,33.79,33.65,34.41,33.6,5099.0,300404
230,2017-03-21,33.7,34.49,34.55,33.7,11790.0,300404
231,2017-03-22,34.38,33.91,34.38,33.33,11788.0,300404
232,2017-03-23,33.97,33.91,34.07,33.5,10086.0,300404
233,2017-03-24,33.9,33.95,34.13,33.6,4618.0,300404
234,2017-03-27,34.26,33.85,34.63,33.34,8212.0,300404
235,2017-03-28,33.86,32.52,33.86,32.4,7888.0,300404
236,2017-03-29,32.53,32.58,32.95,32.29,4642.0,300404
237,2017-03-30,32.58,31.45,32.9,31.32,5421.0,300404
238,2017-03-31,31.7,32.68,32.7,31.3,13738.0,300404
239,2017-04-05,32.65,33.45,33.56,32.34,8976.0,300404
240,2017-04-06,33.44,33.07,33.44,32.5,8875.0,300404
241,2017-04-07,32.96,32.94,33.25,32.58,6866.0,300404
242,2017-04-10,32.7,31.19,32.9,31.0,7199.0,300404
243,2017-04-11,31.19,31.48,31.88,31.13,6419.0,300404
244,2017-04-12,31.48,30.61,31.87,30.51,10775.0,300404
245,2017-04-13,30.7,30.2,30.91,30.11,7747.0,300404
246,2017-04-14,30.2,30.42,30.6,29.51,5757.0,300404
247,2017-04-17,30.42,30.0,30.42,28.9,8550.0,300404
248,2017-04-18,29.68,29.09,30.14,29.02,5780.0,300404
249,2017-04-19,28.92,28.8,29.3,28.27,3540.0,300404
250,2017-04-20,28.8,29.5,29.58,28.39,5428.0,300404
251,2017-04-21,29.5,31.0,31.0,29.28,7043.0,300404
252,2017-04-24,31.0,30.78,31.55,30.5,12641.0,300404
253,2017-04-25,30.4,29.78,30.99,29.57,11015.0,300404
254,2017-04-26,30.0,29.54,30.06,28.9,6687.0,300404
255,2017-04-27,29.32,29.3,29.8,28.4,8395.0,300404
256,2017-04-28,29.45,29.37,29.45,29.1,2832.0,300404
257,2017-05-02,29.8,29.97,30.05,29.26,4704.0,300404
258,2017-05-03,29.69,29.21,29.89,29.0,3972.0,300404
259,2017-05-04,29.27,28.92,29.6,28.71,4854.0,300404
260,2017-05-05,29.11,26.9,29.11,26.9,16017.0,300404
261,2017-05-08,26.7,25.8,26.7,25.68,8763.0,300404
262,2017-05-09,25.7,26.2,26.3,25.6,4105.0,300404
263,2017-05-10,26.38,24.8,26.38,24.8,6458.0,300404
264,2017-05-11,24.75,25.25,25.28,24.08,6836.0,300404
265,2017-05-12,25.33,24.5,25.7,24.21,6558.0,300404
266,2017-05-15,24.58,24.15,24.77,23.76,10130.0,300404
267,2017-05-16,23.54,24.48,24.49,23.4,8631.0,300404
268,2017-05-17,24.56,24.44,24.71,24.3,9943.0,300404
269,2017-05-18,24.4,24.11,24.52,24.03,7937.0,300404
270,2017-05-19,24.16,24.3,24.48,24.09,5090.0,300404
271,2017-05-22,24.38,25.18,25.8,24.0,16664.0,300404
272,2017-05-23,25.09,22.82,25.09,22.75,13433.0,300404
273,2017-05-24,22.85,22.99,23.0,22.02,5419.0,300404
274,2017-05-25,22.96,22.82,23.15,22.12,8322.0,300404
275,2017-05-26,22.8,22.41,22.95,22.15,7380.0,300404
276,2017-05-31,22.63,21.99,23.14,21.85,8424.0,300404
277,2017-06-01,21.83,20.86,21.99,20.81,7727.0,300404
278,2017-06-02,20.85,20.95,21.23,20.0,12108.0,300404
279,2017-06-05,21.07,21.33,21.44,21.0,7721.0,300404
280,2017-06-06,21.29,21.4,21.8,21.0,4404.0,300404
281,2017-06-07,21.5,22.23,22.4,21.4,6193.0,300404
282,2017-06-08,22.23,22.24,22.49,22.03,5462.0,300404
283,2017-06-09,22.31,22.25,22.52,21.91,4415.0,300404
284,2017-06-12,22.25,21.06,22.25,20.91,7939.0,300404
285,2017-06-13,20.98,21.62,21.99,20.85,8584.0,300404
286,2017-06-14,21.69,21.77,22.48,21.63,11110.0,300404
287,2017-06-15,21.58,23.95,23.95,21.58,19914.0,300404
288,2017-06-16,23.96,23.17,23.96,23.05,19207.0,300404
289,2017-06-19,23.27,23.07,23.29,22.9,10005.0,300404
290,2017-09-19,25.38,25.38,25.38,24.91,28259.0,300404
291,2017-09-20,25.6,25.5,26.45,25.24,47160.0,300404
292,2017-09-21,25.48,24.0,25.48,24.0,30435.0,300404
293,2017-09-22,23.8,23.07,23.8,23.0,15654.0,300404
294,2017-09-25,23.19,25.38,25.38,23.19,30503.0,300404
295,2017-09-26,26.0,26.39,27.77,25.89,60201.0,300404
296,2017-09-27,26.88,25.67,26.89,25.12,34807.0,300404
297,2017-09-28,25.8,25.09,25.8,25.02,27893.0,300404
298,2017-09-29,25.09,25.28,25.58,24.8,20719.0,300404
299,2017-10-09,25.57,25.29,25.74,25.11,21699.0,300404
300,2017-10-10,25.5,27.82,27.82,25.33,48373.0,300404
301,2017-10-11,28.21,26.96,29.65,26.88,64343.0,300404
302,2017-10-12,27.98,27.44,28.1,26.39,32872.0,300404
303,2017-10-13,27.56,27.27,27.88,26.9,31157.0,300404
304,2017-10-16,26.08,25.22,26.7,25.1,29304.0,300404
305,2017-10-17,25.4,24.71,25.4,24.46,16515.0,300404
306,2017-10-18,25.0,25.51,25.85,24.84,22215.0,300404
307,2017-10-19,25.17,24.93,25.96,24.87,16281.0,300404
308,2017-10-20,24.55,24.71,25.0,24.21,13307.0,300404
309,2017-10-23,24.81,24.72,24.85,24.24,10179.0,300404
310,2017-10-24,24.69,23.67,24.74,23.11,16037.0,300404
311,2017-10-25,23.68,23.72,23.82,23.3,11169.0,300404
312,2017-10-26,23.72,23.3,23.73,23.16,11547.0,300404
313,2017-10-27,23.38,23.33,23.57,22.98,12074.0,300404
314,2017-10-30,23.35,22.45,23.35,21.8,12799.0,300404
315,2017-10-31,22.45,22.47,22.52,22.06,8315.0,300404
316,2017-11-01,22.47,22.1,22.48,21.95,9206.0,300404
317,2017-11-02,22.1,21.6,22.1,21.5,11326.0,300404
318,2017-11-03,21.6,22.1,22.8,21.46,13793.0,300404
319,2017-11-06,22.03,22.37,22.44,21.91,10257.0,300404
320,2017-11-07,22.47,22.24,22.5,21.74,7357.0,300404
321,2017-11-08,22.12,22.24,22.43,22.12,8107.0,300404
322,2017-11-09,22.14,22.43,22.44,22.04,8398.0,300404
323,2017-11-10,22.37,22.48,22.55,22.2,8692.0,300404
324,2017-11-13,22.45,22.33,22.55,22.26,6895.0,300404
325,2017-11-14,22.28,21.19,22.33,21.08,13996.0,300404
326,2017-11-15,21.23,21.17,21.35,21.01,5108.0,300404
327,2017-11-16,21.24,21.36,21.53,21.05,6803.0,300404
328,2017-11-17,21.36,20.75,21.48,20.3,9940.0,300404
329,2017-11-20,20.33,20.58,20.69,19.52,7687.0,300404
330,2017-11-21,20.55,20.65,20.8,20.02,8773.0,300404
331,2017-11-22,20.69,20.59,20.69,20.3,5983.0,300404
332,2017-11-23,20.7,20.37,20.7,19.82,7080.0,300404
333,2017-11-24,20.01,20.32,20.56,20.01,4573.0,300404
334,2017-11-27,20.16,20.54,20.75,20.16,5112.0,300404
335,2017-11-28,20.6,20.64,20.7,20.43,4385.0,300404
336,2017-11-29,20.65,20.42,20.67,20.18,4697.0,300404
337,2017-11-30,20.34,20.01,20.44,20.0,4584.0,300404
338,2017-12-01,20.0,20.14,20.37,19.9,5193.0,300404
339,2017-12-04,20.18,19.59,20.23,19.59,5304.0,300404
340,2017-12-05,19.36,18.35,19.49,18.21,9563.0,300404
341,2017-12-06,17.55,19.02,19.15,17.55,7735.0,300404
342,2017-12-07,18.75,19.1,19.2,18.75,6319.0,300404
343,2017-12-08,19.16,19.45,19.62,18.98,4907.0,300404
344,2017-12-11,19.45,19.45,19.56,19.22,3579.0,300404
345,2017-12-12,19.46,19.16,19.46,18.92,2964.0,300404
346,2017-12-13,19.16,19.22,19.35,18.98,4161.0,300404
347,2017-12-14,19.0,19.19,19.3,19.0,2612.0,300404
348,2017-12-15,19.01,19.2,19.3,18.95,2272.0,300404
349,2017-12-18,19.41,18.85,19.41,18.85,3345.0,300404
350,2017-12-19,19.0,19.26,19.3,18.82,2913.0,300404
351,2017-12-20,19.1,18.98,19.5,18.95,2852.0,300404
352,2017-12-21,19.07,19.05,19.27,18.65,3008.0,300404
353,2017-12-22,19.04,19.0,19.1,18.88,1925.0,300404
354,2017-12-25,19.1,18.66,19.1,18.47,3837.0,300404
355,2017-12-26,19.26,20.53,20.53,19.26,41168.0,300404
356,2017-12-27,19.8,21.86,21.88,19.8,53982.0,300404
357,2017-12-28,21.86,20.57,21.86,20.56,31470.0,300404
358,2017-12-29,20.59,20.5,21.28,20.5,17647.0,300404
359,2018-01-02,20.55,20.7,20.75,19.95,17462.0,300404
360,2018-01-03,20.57,20.57,20.66,20.13,14713.0,300404
361,2018-01-04,20.49,20.53,20.62,20.11,13403.0,300404
362,2018-01-05,20.57,21.3,21.36,20.31,23337.0,300404
363,2018-01-08,21.0,21.16,21.58,20.87,18110.0,300404
364,2018-01-09,21.13,20.94,21.97,20.92,19602.0,300404
365,2018-01-10,20.85,20.58,21.05,20.21,12005.0,300404
366,2018-01-11,20.58,20.51,20.92,20.46,8654.0,300404
367,2018-01-12,20.5,20.62,20.68,20.43,7419.0,300404
368,2018-01-15,20.65,19.0,20.65,18.9,14540.0,300404
369,2018-01-16,19.28,18.51,19.28,18.5,14649.0,300404
370,2018-01-17,18.65,18.24,18.67,17.8,12138.0,300404
371,2018-01-18,18.3,18.1,18.3,17.89,10503.0,300404
372,2018-01-19,18.22,17.93,18.22,17.8,11814.0,300404
373,2018-01-22,17.95,17.94,18.03,17.55,15699.0,300404
374,2018-01-23,18.02,17.92,18.05,17.65,12166.0,300404
375,2018-01-24,17.85,18.2,18.2,17.72,14512.0,300404
376,2018-01-25,18.16,17.82,18.36,17.78,13607.0,300404
377,2018-01-26,17.98,17.7,17.98,17.63,10596.0,300404
378,2018-01-29,17.9,17.82,17.97,17.61,9463.0,300404
379,2018-01-30,17.72,17.83,17.86,17.57,5533.0,300404
380,2018-01-31,17.53,16.05,17.53,16.05,28122.0,300404
381,2018-02-01,15.91,14.45,15.96,14.45,32025.0,300404
382,2018-02-02,14.25,13.53,14.25,13.14,33148.0,300404
383,2018-02-05,13.18,13.24,13.42,12.9,12648.0,300404
384,2018-02-06,12.94,12.45,13.27,12.33,14701.0,300404
385,2018-02-07,12.57,12.98,13.18,12.38,15292.0,300404
386,2018-02-08,12.94,13.61,14.28,12.88,17623.0,300404
387,2018-02-09,13.37,13.93,14.29,13.08,17279.0,300404
388,2018-02-12,14.33,14.14,14.57,13.6,11979.0,300404
389,2018-02-13,14.0,13.65,14.18,13.65,13615.0,300404
390,2018-02-14,13.6,13.48,13.82,13.42,7331.0,300404
391,2018-02-22,13.51,13.86,13.97,13.49,6766.0,300404
392,2018-02-23,13.88,13.84,13.97,13.75,5749.0,300404
393,2018-02-26,13.78,14.14,14.19,13.78,9776.0,300404
394,2018-02-27,14.27,14.87,15.55,14.16,20953.0,300404
395,2018-02-28,14.4,14.57,14.86,14.3,11269.0,300404
396,2018-03-01,14.56,15.0,15.07,14.5,11641.0,300404
397,2018-03-02,14.85,15.53,16.17,14.85,22084.0,300404
398,2018-03-05,15.21,15.65,15.9,15.21,11231.0,300404
399,2018-03-06,15.6,16.34,16.91,15.51,23021.0,300404
400,2018-03-07,16.47,16.21,16.47,15.98,16092.0,300404
401,2018-03-08,16.26,16.23,16.26,15.72,12252.0,300404
402,2018-03-09,16.2,16.25,16.5,16.02,16117.0,300404
403,2018-03-12,16.48,16.56,16.83,16.3,15825.0,300404
404,2018-03-13,16.57,16.11,16.57,16.05,13310.0,300404
405,2018-03-14,16.08,15.7,16.32,15.7,13610.0,300404
406,2018-03-15,15.61,15.61,16.0,15.0,12179.0,300404
407,2018-03-16,15.57,15.53,15.9,15.36,11835.0,300404
408,2018-03-19,15.65,15.87,15.98,15.55,9378.0,300404
409,2018-03-20,15.7,16.17,16.68,15.62,27627.0,300404
410,2018-03-21,16.35,15.65,16.6,15.65,20061.0,300404
411,2018-03-22,15.66,16.2,16.44,15.66,21503.0,300404
412,2018-03-23,15.85,15.95,16.86,15.41,39905.0,300404
413,2018-03-26,15.48,16.51,16.61,14.52,26000.0,300404
414,2018-03-27,16.55,18.16,18.16,16.55,55981.0,300404
415,2018-03-28,18.1,19.98,19.98,17.8,79304.0,300404
416,2018-03-29,21.22,20.0,21.98,19.22,119083.0,300404
417,2018-03-30,19.45,19.8,20.85,19.45,84935.0,300404
418,2018-04-02,19.58,20.88,21.5,19.58,85921.0,300404
419,2018-04-03,20.5,21.81,21.92,20.05,55650.0,300404
420,2018-04-04,22.17,21.05,23.95,21.05,54613.0,300404
421,2018-04-09,21.84,21.5,21.89,20.61,30828.0,300404
422,2018-04-10,21.82,22.78,23.25,21.82,52831.0,300404
